id,raw
R34BL3CTUJ6PI0,"I have one of the originals made in White City Oregon It works great, one of my better investments"
R3LH36DAJLD19O,Well made and long lasting
R199D52V2UCCPU,"We live in NH. We bought the larger model of this stove from the Home Depot. Operation and maintenance are the same, this smaller unit just doesn't put out the heat that the larger one does. We have a 1980 square foot Victorian. The house has been insulated. We chose this stove because it is one of the few rocket stove pellet burners on the market. We wanted supplemental heat that wasn't dependent on electricity as we were replacing our woodstove for insurance reasons. We run the pellet chimney into a straight up 6 inch stainless Steel lined 30' chimney. Draft isn't an issue and there is no smoke visible from the Chimney even on cold days.Set up was easy. I uncrated and assembled in a few minutes with basic hand tools. I light mine with a standard propane torche but use Mapp Gas. 1 canister per ton and a half or so. We have burned 2 ton of pellets of a variety of brands all softwood/hardwood blend.I like the simplicity and relative clean operation. Compared to wood. However this unit is not maintenance free. It will burn hottest when clean, after a bag or two of pellets (80lbs) you will need to clean it to operate above 500 degrees. It burns about 12 hrs on a bag nothing close to 30 or 36. Maybe more of you open it up on slow burn but you won't get the heat you desire.Creosote will build up and ""glaze"" the fire box. This appears after every burn and will require scraping with a stiff scraper. I use a wire brush as well. You will need an ash or shop vac. You will need to clean it regularly and you will have black hands and it is messy. In many ways much more involved than a woodstove clean out.Ash travels all the way up to the top of the unit and requires full vacuuming. The chimney angles of the burn chamber are too sharp angled for even flexible brush rods to reach. I've even tried cable wire and not had any luck. The center tube is impossible to clean, I blow and vacuum mine out but I have no way of knowing if it's clearIt's my opinion this is the single greatest flaw and if the stove manufacturer ever updates this design, a second window or access door needs to be added and or a secondary ash collection tube should ride below for the ash to drop into. Design with clean out in mind... the inventor You Tube Video shows him water hosing it out to clean... that might work in California, but in places where it's below freezing your not going to hose it out during the season.Also the pellet burn basket will not stand up to more than one season without coming unwelded. I can weld, so building additional baskets and or fixing this one isn't a big deal but would be for your average homeowner.You will want ceiling fans or stand up fans to move the air around the house."
ROD8SJ8CN3YCW,Direct replacement for my USS 6039
R1SH67H2PCTNO,Good product good price
R1CCZCSYOI94DS,The grate is as expected second we ordered in the last couple years.
R1YNKOB1L4OEYY,Great do-it-yourself kit!
R2GRM7UE2YDKIH,It is not as sturdy as the original. Harder to clean soot off of it.
RFFRYDXNVRGPM,can't believe the previous owner burned expensive firewood w/o out it!
R2VZM4O3YRU2BB,1100sq ft ranch in new england. Heats living room to about 70 and bedrooms stay about 60. In 5 years I've replaced the exhaust blower once and had to replace the burn pot once. The burn pot does overflow. I clean it before bed and in the morning. I can get about 8-12 hours before it overflows. That's what ruined the burn pot though. Overheating warped it to the point I couldn't straighten it out anymore. I have tried many different blends of pellets but there doesnt seem tk be much difference inthe way this stive burns them. I have noticed i get the longest burn time with stove chow pelletsfrom home depot. All in all it does what I intended. I couldn't afford one of the better pellet stoves out there but it works. I would give it 4 stars if it didn't need the burn pot cleaned so often and then 5 if it wasn't made in China.
R2Y2578S318MXS,"Seriously? ""Miracle heat""??? Okay, it does capture a little extra heat off the flu pipe, but I'd hardly call it a miracle.It tends to vibrate an buzz a little more than I'd like, but other than that, It seems to be okay."
R2OOUQE1K7MA70,Works good for my stove usstove 6041
R21SPEBMOQDPGX,all good
R16DOEH3TVJRKI,"Works great, bought the double barrel kit and everything worked great."
R3K1Z7J2ZD3F98,Totally impressed!
R1VDN3BV7AMWC,"The ""feet"" on the legs that attach to the barrell were at such a sharp angle that I had to have the metal shaved off in order for them to fit squarely on the barrell."
R2DT5A95IK99SW,Good idea
R357W46NNNVJ0P,"I love this chicken steamer! It fits perfectly on our wood stove insert which only has a 6"" surface, so the smaller size of this is just right. The chicken itself is really pretty and I like that the tail feathers are where the steam comes out.We get a lot of comments on it, and it works really well.There is some rust inside like every other one I've ever had, totally normal and acceptable levels for the amount we are using it.Cute design and actually works effectively."
R3FIFXY1GXRP66,Works good and sturdy
RN7UN53SSYIX7,I miss a flue collar & Damper in my order
R28VR9JUIH72CU,Exactly correct part
R304LRG27523K8,just the right parts
R29X92OOCKD93O,"I just stick a couple of these in my woodstove. They retain and reflect heat ling after the fire burns out, which means I don't need to keep getting up to toss on another log! Also, a couple on top likewise remain hot, and I set my coffee potthere. Arrived with corners a bit broken, no biggie."
R1W1CL92INDK4E,Its a byob kit. Bring your own barrel
R2TARN4NXKBK6O,"The stacking brackets absolutely suck, where you bolt them to the barrel they do not concave properly and they are angled, you would be better off welding angle iron between the upper and lower barrel , I only give it 2 stars because they do support the top barrel"
R3B60ZN4ARWSO2,I purchased to replace in my Whitfield stove. Match’s the picture perfectly. It was very easy to install. Very quiet can’t even hear it run.Perfect thank you so much!!
R1CUGM6HYDPD4F,Product was fine however the package came very damaged
R1X3380PZ0R02B,this does not come with a barrel nor should it but some do actulay think they are getting the 55 gallion drum wow but this KIT is fine barrels put out the heat love them K.I.S.S keep it simple stupid works best in many cases and this is one of them
R18PR9136NL2RB,Fit perfect!
R2R2R4JLVHVIYH,Decent quality easy job
R3LNV98NFI5CQ5,Amazing product. Works perfectly. And easy to assemble.
R2JC36F539QF0Q, I have had this running for 2 weeks and it started off very quite. Now it rattles so badly it’s annoying to sit by the wood stove now. Very disappointed.
R1X4TDG2VB023R,"Very low quality, very disappointed.I bought this as a Christmas gift.I was embarrassed!!"
R2T7KWWNUFAQ4R,Showed up broken.Directions are very vague and NO illustrations.Do not buy.
R1DOLBRUOIB0WF,This was our first Amazon purchase. Never installed it (or the wood burning stove we bought it for) but it went with the stove when I sold it at a nice profit. I don't regret buying the Damper. It was nicely crafted.
R3QTKLEB29WI7T,"This holds about 3 cups of water, strictly a decoration"
R1B9FKEQ9UZHDF,It works.
R2HWO0E3HHIB2Z,"Exactly what it says it does.. Didn't have it 30 days and the fan started making a rattle noise. Hubby checked it out and the fan blade had come lose and was making the noise. He fixed it, and it works just fine now."
RRRDVQ736I1Q1,Fits my Wonderluxe dual fuel stove. Used it for 2 months now and so far so good.
R1SN2HK9U2XDAZ,"Works as described, but I gave it 3 stars because it started rusting after the first use. We've been trying to keep it oiled to help this, but the rust is a big problem. I would not buy again."
R20XPSZZ7W5TP,"This reclaimer is the best!Easy installation, works great.Heats up the room in no time."
RJAC3GI232Q6Q,"If you have an older stove, like the 25 year old 1300 I have, be aware that the shaft for the shaker handle is not included on this replacement part. I had to take a grinder and cut the shaft out of the old grate. One other note, the original grate would not rotate more than maybe 15 degrees in each direction while this one will go the full 90. Believe me, if this happens, you have a mess because you now have coals dropping instead of just ashes."
R12UONC7TCJ46S,Box badly damaged and one broke. Leg
R1LGT72X1UBE3T,"I just got this in the mail. It came in a huge box with no padding so it was free to flop around. I previously posted the question asking if it has a latch. 2 people said it has a latch. It doesn't have a latch. It has a bar that goes across to prevent the door from going inwards, but not to stop it from opening. Since it doesn't secure shut it doesn't meet the fire code where I live. Apparently people are answering questions that have no clue what a latch is."
RU12N6EU441O6,Misleading title and description.I foolishly didn't read the reviews.Buyer beware.
R3TQYKEAT98JFW,"Barrel flanges fit great. The two mounting legs however, don't fit worth a damn.they are angled too much (for/aft) where they bolt to the barrels.I got them working good enough. It just seems for the money they could be much better thought out.By the way, don't go thinking the name actually means they are made in the US.If I had to do over, I'd buy a different set."
RNBCTZELU54B3,OK
R3SR201UAN6UJB,Arrived quickly. Solid construction.
R2B9KZ3YI50RZ7,"For the 2nd year in a row we ordered the G42 grate, 10x20x2.5, and we received a grate that was about 5 inches wide, same as last year. So we will use them both in our Vogelzang logwood stove, sitting side by side. The stove number is Vogelzang D329.030/D327.540. Since the grates only last about a year I suppose we will have to find a grate that fits locally... Sad that you order something twice over a period of time and it's messed up each time!!"
R1MT8XG3R7SE9Q,Bought this for my French County kitchen. Love it
R1ZMJCKHV9MZG4,Bought this for a family member as hers broke. She said it works great and was easy to change.
R1EI480VRHMSD4,My husband installed this in 30 min.we love that it is made in U.S.A Works great.
R18HH4G3P4J5HM,Arrived all in good shape. Pretty happy with everything so far.
R2Q7VER9G998GI,Exact replacement. Worked perfecrly
R1X30HAHEXU17M,Thanks for letting me know That the Barrel was not included... Now I'm stuck with it
RDPGKGDTGO01,The product was much smaller than anticipated.Held very little water due to its size.Only had for a couple weeks and the edges began to look like they were coming unraveled as if we had it for years.Too small for a wood stove.Refilling it with water all night.To top it off it began to rust on both the bottom and the sides.Very disappointed with this product!
R3V9EYZZ8JDCZD,Broke within a month
R1V2YK56N0OYG8,Same as original. Packaging wasn’t the greatest.
R21PAZ0DKE78MY,Showed up broken and now I’m getting the run around
R1V9STGAL5ZYPU,This item work just fine in my pellet stove. Thank you very much. Have a great day !
R1D7XV48J97N8,Used these to replace my old ones. So far they've handled having bigger logs banging against them. Good for the price.
R1XWMOW30EMKPD,THE FIRST TIME I USED IT THE MOTOR WAS DEFECTIVE. I WOULD LIKE TO RETURN IT BUT MY RETURN TIME RAN OUT. I NEED A PHONE CALL 509 832 27401
RPZBISMVDV3BS,Was exactly as described.
R2PU330P80V86P,I have called and emailed the company three times about this stove with no reply.It is a disaster in every way.Poorly designed and cheaply produced in China.Do not buy this stove.
RLZBI231O84VX,"Everything else seemed to be in great besides one leg that was broken, seems to be a well made product."
RKN7L6Z9N3FGH,These were very high quality and the fit was excellent!
R1SX6MMIYAPCJM,"This is a great product. Installation was pretty seamless. I used a 30gal drum and there were some minor gaps on the stove pipe connector because it's obviously smallerthan a 50gal drum. Buy some high temp caulk and lay a nice thick bead before you attach the door and stove pipe connection and you won't have any issues.And definitely use a jigsaw, idk why all these howto videos on YouTube tell you to use an angle grinder..."
R301L4S618SFTI,This pos is beyond terrible.
RD8T73BCRVPJZ,"This stove was a major disappointment. After installation, I experience MAJOR issues with smoke back-drafting out of the stove into the house. We checked everything......tried every fix....finally, a wood stove expert came out to look at it. The fiberglass wool sheet in the top of the stove, which the smoke is supposed to pass through, was blocking the flue. We finally pulled the fiberglass wool out and it now functions semi-properly. However, we still struggle with smoke pouring out of the stove each time we open the door. Definitely would not purchase this again."
R1MGFJ6PYS6XLZ,"Rust Rust Rust, You people do realize this is cast iron? Some of you may have skipped science class all together. I put a nice coat of bar+chain oil on the chicken and tossed it up on the stove to season in. Repeated again and it will probably outlast us on earth."
R31DWI49X7RW2A,Worked great and came on time
R1K8SNVCV6MXIQ,Well worth what I paid. Most kits have barrel stove wrote on door. This one had the flames. Being different than most made it even cooler.
R1YS5A6KUDRK9N,"The most interesting and useful things are:We self install and the ease of Installation is challenging. We've, over the years, installed several. Its easier to install each time. We use large screwdrivers and a rubber mallet to install. If you aren't handy have someone who is install it. Because we remove the firebricks when installing we replace those that are cracked or broken.Life Expectancy:We use this stove to heat our entire small house of approximately 1100 square feet. We've used the stove for approximately 10 years. Thus from October to late March we run the stove every day and night.The life expectancy for the Baffle is approximately one season. We recommend everyone purchase several baffles along with spare firebrick to insure availability when needed.We cut wood often to be used to warm our house.Before this stove we heated our house with Propane.The cost per month was $400.00 and the house never had a warm satisfying cozy warmth.We switched to the wood stove, spent approximately $1000.00 to purchase the stove and have it professionally installed.Our propane bill is less than $10.00 / month (we use propane for cooking.). The stove paid for itself in approximately one season.We do spend probably 14 days at 8 hours / days / season to get and split wood. (We have several chain saws and keep fresh chains on them...buy a quality professional grade chain saw to cut plenty of wood.) We have approximately 12 or more chords on hand to make it through a season. We burn mostly Ash, Oak, Walnut sometimes, Maple and sometimes we throw in a few small pieces of hedge.We live in Nebraska. This morning was under 10 degrees Fahrenheit, and I put large logs in late last night at approximately 11:30 P. M. and put on more logs at 4:30 A. M. this morning and again around 8:00 A. M. By 9:00 A. M. the house was comfortable.I wish the life expectancy of the baffle was longer than one season. I'm sure a baffle with the steel necessary for a longer life would cost much more. If I knew its life expectancy were longer I would be glad to pay more."
R2DAOYWR6427IE,"We bought the Double Barrel kit in conjunction and it does a great job of heating our out building.The instructions are written well and we found a few suggestions handy once it was assembled.Overall, we are very happy with both of the kits.If it does well enough to completely warm up a building in northeast Ohio in February, I will certainly post another review."
R26PD3MRQK3D2G,It works well.
R55Y9VR3C3RJ,Smaller than I thought and have had it about a month and it’s rusted.
R28CIFPGNA65VF,gift
R1I7ZYFRX539Z2,Well made. As advertised.
R3AOYD3AF7VL8L,great quality - solid build. My chimney sweep wondered where I got it (it was better than the one he usually installs).
R38YWQT2D4J51T,Great product and very easy to install
R184MYNQLX9CJB,We used this to turn a barrel into a sap evaporator. Worked great!
R3E5UDQX7I3U3Y,"Not sure why everyone was complaining about bad parts, the kit I received was in great condition and all of the parts received were high quality, heavy duty cast iron. I used a 55 gallon galvanized steel barrel that I cut 1/3 of the barrel off and spot welded the lid back on. I then used some black furnace cement caulk and sealed the weld, let it dry then painted the entire barrel with 2000 degree red furnace paint. After that I used the kit and attached all the pieces which fit beautifully. Overall I am very happy with my purchase!!!"
R1H0VV0KB5IZOB,Stove came missing parts. I contacted US Stove who never responded.
R1CUOCSIHSQRPA,"All bricks arrived padded carefully so no cracks. Easy to cut with a diamond blade on a circular saw, Quick job refitting an old stove."
R682N9Z4GD5CX,"Received product today...speedy shipping. BUT...opened the box and whole box is trashed,smashed and hardware falling all over the place. One leg is broken in half. Now project comes to stand still. Unacceptable!!"
RIF57YB9YT2LM,"great item for a diy project! the door seals very nicely, solidly built for sure. i just finished constructing my wood stove from 3/16"" mild steel and lined the bottom, sides and rear with firebrick. note to others: make sure your distance from the exhaust(flue) to the front of the stove is shorter than the distance from the top of the stove to the top of the door entrance, or smoke will come out the door when opened. remember smoke follows the path of least resistance"
RZ0B9HQ7W2EVU,"Fit like a glove, thanks."
R1N0GJ3MS7TF84,once I get to install it all....it's going to be wonderful.
R1ABBWV60PR38R,Exactly what we wanted. Works great and shipped fairly quickly. would recommend.
R3E1WIWSIYCY5Z,Misleading you get a partial kit.
R1L9PH4DAFU1LY,GOOD ITEM GOOD PRICE GOOSD DERVICE
R1FHZ8K0LNPTCH,Stopped working the third day.Fan broke.
R3H9JI6GNEPHWN,"I like the stove its economical affordable heat I picked mine up at rural king in store cheaper than anywhere else 199I was looking was installing it with my dad in my tiny home.When we started fire to see if it was getting enough draft to see if everything was right it was drafting back into house awful then when we thought we had it agian smoke agian got smoke all in my house.Come to find out that blanket, fiberglass whatever it is that was in top part of the inside of the stove caused it we pulled it all out through the flue and it works fine now im using it now.So I did remember reading someone else had same problem on some reviews I read so to save you the trouble I had TAKE THAT STUFF OUT OF YOUR STOVE.I would have give better rating if not for trouble so hope this is helpful THANKS!"
R1NU771118P71B,Spent hours on the install. First fire it worked for an hour then quit. Piece of junk.
R3PIU61LCNGSC6,fit and runs quiet
R1ZG9RB48SYMLG,best price fit like a glove
R3BXIILXBOCV41,best price on line fits and works well
R1HVSV32X403G4,Not accurate on size! Right part but 1/8 inch off on depth
R3SAIF8CL932X,Extremely fast shipping. Part very well made. Works perfectly
RMZLAL3Q5WUQP,Got them to line my firebox on my smoker. They were a little large so I had to cut a few shorter to fit. Works great and saves my firebox bottom from burning out when Iuse wood chunks in it!
R2Z5T11CPQSC0T,Exactley what i needed.
R2SV7F64SY1Y3W,"I ordered this product and then placed on shelf until I such time that I could assemble. My mistake. Pieces missing and a configuration of brackets that are very difficult to assemble. The brackets and pre-drilled holes do not even allow for a tool to get to them to tighten. Additionally, the brackets/legs do not fit to the barrel. I made it work, but I wished I had shopped around. I do not recommend this kit, or their double barrel kit."
R220VT37XNHAF2,"Decided to send this one back - it's not very thick compared to the original (7 lbs), so it doesn't surprise me that folks are finding that they don't last very long.It's probably fine for light use applications."
R35WJ036VD5XBO,great
RWLPBSX46Z1IH,Perfect as described!
R3TAMGRYVY4FOV,"This stove company is very poor quality, my board went just after the year warranty and the replacement parts are very expensive. Not a happy customer. I bought ,from tractor supply. They were not able to do anything to help me."
RS4KDMQFIDE3Y,"The liner matched in size, but it appears to be made a little thinner than the original. Since this is the first one I bought since purchasing the stove in 1994. We'll see if this one makes it 23 years."
R1A4A8CL45S7JG,Worked well
R9HPLIYCFDLG6,Great product-easy to install. I used it to replace an outside clean out door on my mother's chimney.
R2USPMY4FN4IYB,We have had this stove almost 3 years.I can't remember how many primary burn baskets we have had to replace.I know for the last year they have burned through in around 3 months.Burned through to where they were unuseable.The company's response is that burn baskets need to be replaced.The stove itself has now started to crack at the weld between the burn basket and the damper.I don't recommend this stove and deeply regret buying it.
R1O1O52R7H6UXS,This top barrel kit made big difference in heat into my shop. I put rocks and concrete pieces in top barrel. Holds heat much longer now too.
R17K7L3NZXW2CE,Great product
R2F7N548JI1HBM,"I bought this. Castings are quite thin, not very heavy, and not gasketed either. Made in China in spite of its name - I am disappointed."
R30HN0ZH5INPM8,Great product
R3Q5HSZ6VZ1KL4,Works great for box stove
R3VE8RU41EGY2Z,Does the job.
R3TJTULDBVSP5J,worked great came with all the bolts needed
R2QJKYWX8HPSJT,It was a direct replacement fit like a glove perfect
R1ZMF6BGTGRKLX,Awesome thanks to Vogelzang for a great birthday gift for my wife. She has a collection of rosters and hens and this one actually gives something back! She love the fact it will bring her favorite scents and potpourri into the house but it also adds to our decor.
R2KTSS1C834VFP,"Looks good, not assembled it yet but have others in use by Vogelsang."
R2D66ME0T37BGT,Fit like a glove!Great deal!
RAUXPKQIS3OIE,Fit and finish are top quality.Highly recommend for a replacement of crappy builder grade doors.
R3HYXZRDX3UN1N,"Works as it is supposed to, one was cracked on arrival."
R2L5SLI2O0OCET,worked as needed
RN60ZB4BPUNGH,fit great
R33NHELFQ149U3,"Makes a nice patio heater. Not a nice looking as other brands, but the price is good.Easy to install / build. Will heat a shed or outbuilding well. Get a grate for the bottom, the barrell will last longer."
R3SBERTQWFD4DT,Yea this was worth it
R96PHTES5NVZO,I ordered 4 boxes of these totaling 24 bricks 4 out of my 24 were broken upon arrival.
R31HSY2R3LJ9YI,excellent quality.the item was delivered ina few days.thank you.
R2OHM6137G0LYB,"They are what they are... firebricks. I received all 6 in one piece, which was a plus. I was able to cut them down to size very easily using a Dewalt mutli saw with an all purpose reciprocating saw blade. My wood burning insert was actually purchased through US Stove, and these firebricks are 3 times the price buying them through the US Stove website. Great deal overall."
R3KQVXZES13T4W,Met my needs... JustwantI wasafter
R2HEZCEL5L7HDO,legs arrive broke
R28GD2JZR940QP,"Ordered an 8 inch in error. Needed a 6 inch, but by the time we where ready to install the 30 day return window had closed. Now im stuck with an 8 inch i cant use. I had to reorder the 6 inch one to complete the job. Is there any way to return the 8 inch for refund?"
R12N4PDY11X0BY,Great bricks for inside my Oklahoma Joe Highland Smoker. Have not noticed any diff in heat dispurse. Keeping anyway.
R36YJLVVC0NWZS,Two of the six bricks were broken into several pieces when the package arrived. They were loosely wrapped so they could move around during shipment - which they obviously did. The bricks themselves are lighter and more porous than older bricks I have - don't seem very well made.
ROISJ8I288CTX,3 of the 4 bricks I used broke the first time I used them! Might as well call them fire eggshells.
R2WR39FTDKU07H,"I've not had a chance to use it yet, but it is the perfect size for my stove that is installed in my living room fireplace. Packing could have been better though, as the top was inverted into the bottom and rubbed some of the finish off. I'm sure a quick spray of high heat paint will fix it. Can't wait for a cold snap to try it out with some oils orother scent sachets!!"
R19OA5HHJ1LDAE,worked well to line our fire pit outside so we can protect the stone.All bricks arrived in good condition.
R3KZ2S9HMLSU94,"We have to buy it. It seems to warp about every 3 years, sowe replace. Have to replace this more than I care to too, but we have no choice. So I will keep buying!!"
R2PZEZ4S3ZUXGQ,The grates don't seem to hold up as long as I would like. But we like our wood heat so we keep replacing them.
R1NRMEQU1FNMOH,Good set of fire bricks for home use in stoves and fireplaces. There was no temp rating on the listing for this product so I ordered it for use in a forge. I put one in a gas forge to see how it would react to 2600 degree temps. In short it turned to glass. (See Pic) I would recommend for home use but no industrial or maker applications requiring higher heats. Not suitable for Forges or kilns above 2k degrees. The brick composition seemed good and as with all firebricks they are somewhat fragile but porous enough to work well with refractory cements.
R30W5YI27PRLDN,"Solid product, easy installation."
R284MUM6ZHHCJ5,"Received 12 bricks last Friday, unboxed it and all the bricks were fine. Put them to aside till I was ready to assemble it a few days later & noticed a hole in 2 out of the 12 bricks. Looks like it wasn't compressed well & doubt they'll last figuring it happened with out even being used yet."
RU41EVTH3MSWX,"A US Stove 80230 Blower Motor was ordered, a US Stove 80594 was received.The difference between the two is the 80230 has open bearings with oil tubes (which last much longer) the 80594 does not.The 80594 has sealed bearings.When the lubrication is used up in the 80594, so are the bearings and you have to purchase a new unit.The 80594 is the current replacement for the 80230.Don't bait the consumer with a superior product (The 80230) and switch to send them a product that is not as well made (The 80594)."
R342KVQ1ZAAO5,Excellent.Bought 12 pcs and none came broken. Definitely would use them again. Product very well packaged.
RUBGFIHSFHHO9,"Decent product but I suspect they won't last near as long as the originals.They are very porous.Though packed as well as humanly possible the corner of one was broken.I found a spot where it will work though so no big deal.My woodstove is in a second home I use mostly in the summer so these will probably do OK.They were sized as advertised but I still had to trim a couple before installation.Had they been denser I could have tapped them in but, as porous as these are, tapping wouldn't have been wise.If you use the stove heavily or intend these for heavy duty use look elsewhere.Cheap but you are getting what you pay for with these."
R31OS30FQ3NGL1,Good quality brick
R3JQ6VN01G1P4A,We purchased this wood stove for the winter. We hooked up the stove to existing pipes and every time we tried to use it smoke billowed out from all around it. A local chimney sweep stopped in and pointed out how it was unsealed. We had to rely on electric heaters for the winter. Disappointed we wasted our money on this.
R2GSU6UGRVRX2D,Warnings:California Proposition 65 Warning: WARNING: This product contains chemicals known to the State of California to cause cancer andbirth defects or other reproductive harm.
R3H2VG0X0A9ZTM,It's an iron chicken that holds water.
RT9KBQ0DV2SB1,"I put these in my propane forge to use as a sacrificial floor.The first couple of times I fired the forge up I did not run it very hot because I was heating pretty thin stock.These did fine did fine.But when I cranked the gas up to heat thicker stock these bricks melted.This doesn't necessarily make them an inferior product, but the fact that the seller does not list the rating for them is objectionable.Basically these are a waste of money if you are using them in a forge.I don't know the temperature at which they melted because I can't measure the temperature in the forge, but the 3,000°F firebricks I bought on another site did not melt."
RC3J11W49ZDOS,"I bought these to convert my 22"" Weber into a smoker, which works quite well, but the bricks are very light and fragile, one cracked a bit and I never got the grill over 210 degrees. I will be wrapping these in heavy duty foil to help preserve their life."
R1M3SURY5N58BG,"Arrived broken. The top hinge was split apart. There could have been more broken but, I didnt bother going through the pieces further after seeing that, just closed the box and repackaged it for return. Ordering another to see if I can get an intact kit. If it doesn't come intact the second time I dont know what Ill do. Wish I could find another barrel stove kit that wasn't made in China and arrived in such poor condition."
R2VZRNPFEKIF1L,"I ordered 12 bricks, 1 showed up broken.Box was way too large. Air pillow packaging was used on two of the sides but the other two sides were just up against the edge of the box."
R29FPOB21B14G2,are not durable - several are broken before usage or on a positive side they come pre sized in many options that may or may not be the sizes you ordered;but make it work
RYU1YYCYZ7B4O,Terrible.
RCC7LBCGTAPZT,Good product.Easy to install with a grinder.Look on YouTube.
RZ3BCQ4CYTN6C,Nice and solid. Latches. It was exactly what was needed.
RKBITEURQXYTX,The cast iron legs will easily break as you try to fasten them. The air control is poor. Much of the heat goes up the chimney! The only good thing is that you can put in fairly long pieces through the top. So as a scrap wood burner out in a shed it does the job. Would not recommend for a home.
RMROGT8RMWLPA,"Very easy to put together for the handyman, hasall of my expectations, works great, great price, I use this 1 I made to heat my pool."
R2AP1II02FQC0E,works as expected.
R1WF5OMVZ8UG6E,"Out of two orders of twelve bricks, one order of six had five broken and one broken of the 6 bricks in the other order. So a 50% fail rate. As I didn't realize this till months later I ate the cost of an entire order of broken bricks and had to re-order six more (one order) hoping to have three more not broke... the current failure rate I've experienced... fingers crossed but as soon as they arrive we're unpacking and inspecting all of them and will notify them immediately for recompense. What a horrible feeling."
RS4G0WSUVRMCZ,Used it this winter on the stove top to put some moisture back in the air.Added some cinnamon sticks and vanilla...the house smelled great.It's a really cute decorative piece as well.
R3TBQICBVN7P61,"Good quality, shipped nicely packed."
R2ZWTUJMN2F1TS,This is our second grate in less than a year.The company was amazing in sending a replacement one under warranty of a year.Will buy again.Thanks.
RNW1VPGESC09K,I haven't installed it yet but it seems to be a very good quality
R28YKEEINDWFXU,works great
R1X31GOXU12OWB,You only get the assembly not the barrel itself
R1TTXXCX2GDS0N,"I really debated between this product and the Minuteman International Cast Iron Clean-Out Door. The two products are similar. This has a great build quality as I'm sure the other one does too, however this product uses a simple latch design to hold it shut. It works very well. The door seals flush with the rest of the housing and the lip that goes around the door helps keep any debris out. While the door does not seal air tight (it seems that none do) it seals well enough to keep almost everything else out. This replaced a steal sheet metal clean out door and looks and seals MUCH better. The entire job took me less than ten minutes to complete.I know you're probably debating between the Minuteman International Cast Iron Clean-Out Door and this one. Just get this one, you won't be sorry. It's cheaper and it doesn't have a screw that will rust later. Sure, that little fire place design is cute, but that screw is just going to give you trouble later.I paired this with Rutland 500-Degree RTV High Heat Silicone and it created a great seal.Since this product doesn't have many reviews, I'll update my review if the product status changes."
R3NT8FBBND9L2P,fits as it should
RJ2G9Y1CB11GP,"Noisier than I expected, and didn't move a large volume of air."
RFAKCCMMGUZNX,Worked great. Easy to install. I used it on a 15 gallon barrel.
R2V0GENT0Z23X,As described good value
R1G1XW3Q5KVF2Y,first one came broke 2nd one okreplacementshipped quick price was good
R2L02F2V2XGGYG,"Works ok, but it clogs up too quick."
R27PAMUSAE3609,"I've had this stove for one complete winter now and I live in Northern New Mexico, in the Rocky Mountains, in a 1300sq ft home and use this as a my primary source of heat with my furnace as my backup source. This was one of the worst winters that we've had in several years here so this little stove really got a work out. In January we had 8 feet of snow & it started snowing on Thanksgiving day and we still have snow on the ground. We had nights as cold as negative 30 but this little stove could keep the house at 90 degrees if I stoked it up. The only problem with it is that it doesn't damper down enough. The way that the door is made, there is no way to damper completely down, so it goes through a little more wood then I would like but I have found that once I have a hot fire in it to switch my wood over to hard woods then close the damper down. That seems to help a lot. I've considered putting a second damper in the pipe, maybe that would help the problem. But other then that it has been a great stove!!"
R10LLRNO32OZYX,Only thing I can say it is as describedand works wellthank you
R38O8FQFLTBZ7F,"I didn't care for this rusted al,its right way"
RJ77RME82WMYB,Basically works. Not easy to install. Curve of legs doesn't exactly mate up with a typical 55 gal drum. Parts started to rust after 2 months of use outside. But it works.
R2C79TN03AM8OD,Handle setup is junk. Thinner than they used to be made. Not worth it.
R3CBXS1YCJOHOK,"I needed to be able to get better air flow within my Hearthstone woodstove and this is how I accomplished that. The legs were too tall so just used the bolts as ""legs"" and it was just the right height. It is a good ol' American product and am thankful for its good quality."
R3PY7G6SYDD77A,Perfect fit.
RJK438X8ZNCUA,Perfect fit.
R1L16BSH01OE8Z,Broke after second fire
R1A466LCMOKKSR,Arrived with one of the legs broken in half.
R33DYBITBUE6RS,Product was well put together. The price point is great for the product. Had no issues with fitting. Well had to grind some bricks a bit. The door I replaced had a shoulder that was only on the corners. This shoulder was crafted on all four sides of equal height and density. Very pleased with the product.
R2A8LLP0QAAEUS,"Fit pefectly in my new wood stove.Helps keep the wood off the fire bricks, which is allowing for a full burn of the wood we are using."
R3U7FI0V8AS4E6,This was just what we needed at a good price.
R35DNNXGEMQ5U0,"These are lightweight bricks. (I believe the white specks are perlite) They are meant more for insulating from heat. If you are trying to cook on firebricks, use the ones sold by Rutland."
R3RZUYWR4WXOO7,"Recived this today it looks a little bowed in middle, have read other reveiws about it wraping, hope not more later after try it out."
R1HNNX6QO0I1FC,"I thougt the seller is play words, I got two small cast iron legs after Ipay so much"
R3HGM93CJKOLIL,Perfect fit product for OEM replacement.
R22OPN78BIE441,"Exactly as described. Good product, shipped promptly."
RN2SU0VE6F6PO,Thank you!
R2GMOBKFS7JB32,Does exactly what I wanted.
R1E2VW6BSHMC85,"Unlike what it says. I bought both the barrel stove kit and the double barrel kit that is sapos to bolt right up... But they didnt come with a handle to open the hot door to add wood, contacted the company and they just told me it should have come with a spring and stopped comunicating... No replacement part shipped to me. Also the adaper kit came with the collars to connect the 2 barrels but they are abiut 3 inches to short... More parts had to be purchased.... Verry unhappy with the quality and customer service..."
